HuMAP3_ID,ComplexConfidence,Uniprot_ACCs,genenames
huMAP3_14658.1,6,P46531 Q92585 Q06330 Q6X4W1,NOTCH1 MAML1 RBPJ NSMF
huMAP3_14659.1,6,O94888 Q8NEV9 P55263,UBXN7 IL27 ADK
huMAP3_14660.1,6,Q5T5P2 Q92519,KIAA1217 TRIB2
huMAP3_14661.1,6,Q14435 O75093 Q8WXH0 Q9ULS5 Q9Y644,GALNT3 SLIT1 SYNE2 TMCC3 RFNG
huMAP3_14662.1,6,Q96CW6 P59538 P59544 P51636,SLC7A6OS TAS2R31 TAS2R50 CAV2
huMAP3_14663.1,6,O60478 O00635 P42695 Q15021 Q6IBW4 Q86XI2 Q92747 P03952 Q15003 Q96G46 Q9BPX3 O95347 P29597 Q9NTJ3,GPR137B TRIM38 NCAPD3 NCAPD2 NCAPH2 NCAPG2 ARPC1A KLKB1 NCAPH DUS3L NCAPG SMC2 TYK2 SMC4
huMAP3_14664.1,6,A6NED2 P10071 Q15814 Q8N371,RCCD1 GLI3 TBCC KDM8
huMAP3_14665.1,6,Q8TBF2 P54687 P54922 Q5VZ52,PRXL2B BCAT1 ADPRH MORN5
huMAP3_14666.1,6,Q8TD22 P33681,SFXN5 CD80
huMAP3_14667.1,6,Q86Y37 Q8N239 O95997 Q14674 Q96FC9 Q8TC57,CACUL1 KLHL34 PTTG1 ESPL1 DDX11 M1AP
huMAP3_14668.1,6,Q9H255 P55809 Q9BYC2 Q9UMF0,OR51E2 OXCT1 OXCT2 ICAM5
huMAP3_14669.1,6,Q9BVC5 Q52LJ0 Q9Y224,C2orf49 FAM98B RTRAF
huMAP3_14670.1,6,O14793 Q2VWP7,MSTN PRTG
huMAP3_14671.1,6,Q7Z5L9 Q8IU81 Q9H1B7 P28347 Q14135 Q15561 Q15562 Q99594 Q9GZV5 P14316 P25774,IRF2BP2 IRF2BP1 IRF2BPL TEAD1 VGLL4 TEAD4 TEAD2 TEAD3 WWTR1 IRF2 CTSS
huMAP3_14672.1,6,Q9NRP7 P51956 Q9H8V3,STK36 NEK3 ECT2
huMAP3_14673.1,6,P20813 Q8N123 Q9NQ35 Q5TDH0,CYP2B6 CPXCR1 NRIP3 DDI2
huMAP3_14674.1,6,Q8TBK6 A1XBS5 Q12923 Q14435 Q86YF9 O00622,ZCCHC10 CIBAR1 PTPN13 GALNT3 DZIP1 CCN1
huMAP3_14675.1,6,P62072 P02814 Q15916 Q6MZM9 Q9NPB9 P0DJI9 P08493 P22079,TIMM10 SMR3B ZBTB6 PRR27 ACKR4 SAA2 MGP LPO
huMAP3_14676.1,6,P22692 P46531 Q04721 Q6ZMS7 Q9GZT5 Q9UM47 Q92585 O95389 P09544 Q06330 Q96RG2,IGFBP4 NOTCH1 NOTCH2 ZNF783 WNT10A NOTCH3 MAML1 CCN6 WNT2 RBPJ PASK
huMAP3_14677.1,6,P52952 Q93015 Q9Y6P5 P07737 P35080,NKX2-5 NAA80 SESN1 PFN1 PFN2
huMAP3_14678.1,6,Q7Z3S9 Q15170 Q8WW14 O14757 P81274 Q8WW33 Q9BWG6 Q9Y2G9 Q9Y4C1 O95551 P45974 P49247 Q1MX18 Q8IY45 Q96AP4 Q9P215,NOTCH2NLA TCEAL1 SPMIP5 CHEK1 GPSM2 GTSF1 SCNM1 SBNO2 KDM3A TDP2 USP5 RPIA INSC AMN1 ZUP1 POGK
huMAP3_14679.1,6,O14529 P52945 Q8IVL0,CUX2 PDX1 NAV3
huMAP3_14680.1,6,Q8NCP5 Q96NX5 Q9NYQ7 Q00887,ZBTB44 CAMK1G CELSR3 PSG9
huMAP3_14681.1,6,Q9Y2D5 Q96SN8 P10644 P13861 P31321 P31323 Q5VU43 Q9BSF0 O43361 P17612 P22612 P22694 Q12802 Q15691 Q68DQ2 Q86UN6 Q8N6U8 Q9BZX4 Q9NXS3 Q9UI33 Q9UKA4 O75969 P24588 Q15506 Q6TGC4 Q76N32 Q92667 Q99996 Q9HAT0 P11137 P51817,PALM2AKAP2 CDK5RAP2 PRKAR1A PRKAR2A PRKAR1B PRKAR2B PDE4DIP C2orf88 ZNF749 PRKACA PRKACG PRKACB AKAP13 MAPRE1 CRYBG3 AKAP14 GPR161 ROPN1B KLHL28 SCN11A AKAP11 AKAP3 AKAP5 SPA17 PADI6 CEP68 AKAP1 AKAP9 ROPN1 MAP2 PRKX
huMAP3_14682.1,6,Q6Y2X3 Q96GY0 Q9UM01 P63267 Q969P0 P60033 Q13938,DNAJC14 ZC2HC1A SLC7A7 ACTG2 IGSF8 CD81 CAPS
huMAP3_14683.1,6,P17931 P23471,LGALS3 PTPRZ1
huMAP3_14684.1,6,Q9Y5H3 Q9Y5E9 Q9Y5G4 Q9Y5G5 Q9Y5G6 Q9Y5G8 Q9Y5G9 Q9Y5H0 Q9Y5H5,PCDHGA10 PCDHB14 PCDHGA9 PCDHGA8 PCDHGA7 PCDHGA5 PCDHGA4 PCDHGA3 PCDHA9
huMAP3_14685.1,6,Q8WVN6 Q96PE1,SECTM1 ADGRA2
huMAP3_14686.1,6,Q8WXU2 O43766 P23434,DNAAF4 LIAS GCSH
huMAP3_14687.1,6,Q6ZUU1 O00213 O95704 P51693 Q04756 Q06481 Q5VT97 Q6ZW31 Q92870 Q9Y328,SPECIALin_UniProt_but_no_gene APBB1 APBB3 APLP1 HGFAC APLP2 SYDE2 SYDE1 APBB2 NSG2
huMAP3_14688.1,6,Q53FT3 Q8IZI9,HIKESHI IFNL3
huMAP3_14689.1,6,Q12888 P36406 Q96RU2,TP53BP1 TRIM23 USP28
huMAP3_14690.1,6,P37059 Q96RQ1 Q5VZF2,HSD17B2 ERGIC2 MBNL2
huMAP3_14691.1,6,Q53R12 Q08477 Q96C74 P04233,TM4SF20 CYP4F3 ROPN1L CD74
huMAP3_14692.1,6,A8MT79 Q9BQ51 Q9H7T9,SPECIALin_UniProt_but_no_gene PDCD1LG2 AUNIP
huMAP3_14693.1,6,P48426 O60563 O60583 P42568 Q03111 Q5U5Q3 Q5W0Q7 O00472 P50750 P51825 P51826 Q14832 Q96CJ1 Q96JC9 Q9HB65 Q9UHB7 Q9Y2F5 P55199,PIP4K2A CCNT1 CCNT2 MLLT3 MLLT1 MEX3C USPL1 ELL2 CDK9 AFF1 AFF3 GRM3 EAF2 EAF1 ELL3 AFF4 ICE1 ELL
huMAP3_14694.1,6,Q8IZ13 Q6PIF2 Q8IUA0 Q8IUI8,FAM200C SYCE2 WFDC8 CRLF3
huMAP3_14695.1,6,Q76LX8 Q8TE60 Q6Y288 P27918,ADAMTS13 ADAMTS18 B3GLCT CFP
huMAP3_14696.1,6,P58546 Q9P258,MTPN RCC2
huMAP3_14697.1,6,P15907 Q5TH69 Q7Z7M8 Q8WXE1,ST6GAL1 ARFGEF3 B3GNT8 ATRIP
huMAP3_14698.1,6,O94929 P46926 Q8TDQ7 Q9BUY5 Q9Y303 Q96QU6,ABLIM3 GNPDA1 GNPDA2 ZNF426 AMDHD2 ACCS
huMAP3_14699.1,6,Q99574 P20292 P31997 P40199 P36222 Q8TEB9 P07360,SERPINI1 ALOX5AP CEACAM8 CEACAM6 CHI3L1 RHBDD1 C8G
huMAP3_14700.1,6,Q96EU7 Q7Z7N9 O95870 Q6UWU4 Q7Z388 Q86XT9 Q96CP6 Q96FL8 Q9H6L2 Q9NV64 Q9UK28 P17787 P43007 P67812 Q3SY77 Q5T7M9 Q5VUD6 Q6T4P5 Q86XS8 Q8IZF4 Q8NA58 Q8TDD5 Q9BY50 O43908 O75973 P13224 P26717 P46098 Q04844 Q07001 Q13454 Q15842 Q52LD8 Q53F39 Q6ZXV5 Q75T13 Q8NBJ9 Q8NC67 Q8WXA8 Q969Y0 Q99758 Q9BQE5 Q9NRU3 Q9UKY4 Q9ULG6 Q9Y6A1 P15812 P17302 P48167 Q04671 Q401N2 Q9BU23 Q9GZY4 Q9H1E5 Q9H3S5 Q9H6U8 Q9Y320 Q92838,C1GALT1C1 TMEM179B ABHD16A C6orf89 DPY19L4 TMEM219 GRAMD1A SLC47A1 TMEM231 TMEM39A TMEM59L CHRNB2 SLC1A4 SEC11A UGT3A2 DIPK1A DIPK1B PLPPR3 RNF130 ADGRG5 PNLDC1 MCOLN3 SEC11C KLRC4 C1QL1 GP1BB KLRC2 HTR3A CHRNE CHRND TUSC3 KCNJ8 RFTN2 MPPE1 TMTC3 PGAP1 SIDT2 NETO2 HTR3C NXPE3 ABCA3 APOL2 CNNM1 POMT2 CCPG1 POMT1 CD1E GJA1 GLRB OCA2 ZACN LMF2 COA1 TMX4 PIGM ALG9 TMX2 EDA
huMAP3_14701.1,6,Q9NRR5 Q9UMX0 P30872 Q6ZMD2 Q96EZ4 Q9NQN1,UBQLN4 UBQLN1 SSTR1 SPNS3 MYEOV OR2S2
huMAP3_14702.1,6,P43119 Q75V66 Q9H6D3,PTGIR ANO5 XKR8
huMAP3_14703.1,6,Q96L11 Q9NVR0 Q9UFP1 P16870,LLCFC1 KLHL11 GASK1A CPE
huMAP3_14704.1,6,Q8IXB1 O75373 P14651 P55316 Q9H0I9 Q9UBX5 O60481 P35555 P98169 Q8WTR8 Q96JE9,DNAJC10 ZNF737 HOXB3 FOXG1 TKTL2 FBLN5 ZIC3 FBN1 ZXDB NTN5 MAP6
huMAP3_14705.1,6,Q7RTV5 Q8NDH6 Q05084,PRXL2C ICA1L ICA1
huMAP3_14706.1,6,Q5TA31 Q96DX7 Q9Y577 A5D8V7 Q96NX9 Q9UI36,RNF187 TRIM44 TRIM17 ODAD3 DACH2 DACH1
huMAP3_14707.1,6,Q9NS26 Q9NS25,SPANXA1;SPANXA2 SPANXB1
huMAP3_14708.1,6,O43504 Q0VGL1 Q6IAA8 Q8NBW4 Q9UHA4 Q9Y2Q5 O00238 Q9Y2H2 O15392 Q5VZM2 Q7L523 Q9HB90 Q9NQL2 Q8NAX2,LAMTOR5 LAMTOR4 LAMTOR1 SLC38A9 LAMTOR3 LAMTOR2 BMPR1B INPP5F BIRC5 RRAGB RRAGA RRAGC RRAGD KDF1
huMAP3_14710.1,6,A6ND20 A6NL58 Q96G04 Q9H3J6 P54803 P06858 P47989,SPECIALin_UniProt_but_no_gene SPECIALin_UniProt_but_no_gene EEF2KMT MTRFR GALC LPL XDH
huMAP3_14711.1,6,Q9NQL2 Q8NAX2,RRAGD KDF1
huMAP3_14712.1,6,Q14761 Q9BZF1 Q9H0X9,PTPRCAP OSBPL8 OSBPL5
huMAP3_14713.1,6,Q8WXD2 Q8WZA9,SCG3 IRGQ
huMAP3_14714.1,6,Q8TCX1 Q8NCM8 O75691 Q9H6B4,DYNC2LI1 DYNC2H1 UTP20 CLMP
huMAP3_14715.1,6,Q9UGI0 O15232 P24071 P30039,ZRANB1 MATN3 FCAR PBLD
huMAP3_14716.1,6,Q9BVK8 Q01628 Q6ZVE7 P51636,TMEM147 IFITM3 GOLT1A CAV2
huMAP3_14717.1,6,Q96HB5 O75971 Q8WWN9 Q969H4 Q9P2Q2 Q9Y2L6 O43739 O60759 Q15438 Q99418 Q9UIA0,CCDC120 SNAPC5 IPCEF1 CNKSR1 FRMD4A FRMD4B CYTH3 CYTIP CYTH1 CYTH2 CYTH4
huMAP3_14718.1,6,P09917 Q7LBC6 Q5JXC2,ALOX5 KDM3B MIIP
huMAP3_14719.1,6,Q8WXI4 Q8WYK0 O60602,ACOT11 ACOT12 TLR5
huMAP3_14720.1,6,Q9Y2V2 Q0D2J5 Q9UC07,CARHSP1 ZNF763 ZNF69
huMAP3_14721.1,6,Q6T4P5 Q8IZF4 P54753 Q9H6D3,PLPPR3 ADGRG5 EPHB3 XKR8
huMAP3_14722.1,6,P0CI25 P38936 P42772 P42773 P46527 P49918 P55273 Q5TC84 Q6PJG2 Q8N726 Q92793 Q9BY12 O15304 O94921 O95067 O96020 P14635 P20248 P24385 P24864 P30279 P30281 P61024 P78396 Q09472 Q5MJ68 Q8WWL7 O75496 P06493 P11802 P12004 P22674 P24941 P28749 P33552 P51946 Q00526 Q00534 Q00535 Q08999 Q13309 Q14094 Q15329 Q9H211 P09769,TRIM49 CDKN1A CDKN2B CDKN2C CDKN1B CDKN1C CDKN2D OGFRL1 MIDEAS CDKN2A CREBBP SCAPER SIVA1 CDK14 CCNB2 CCNE2 CCNB1 CCNA2 CCND1 CCNE1 CCND2 CCND3 CKS1B CCNA1 EP300 SPDYC CCNB3 GMNN CDK1 CDK4 PCNA CCNO CDK2 RBL1 CKS2 CCNH CDK3 CDK6 CDK5 RBL2 SKP2 CCNI E2F5 CDT1 FGR
huMAP3_14723.1,6,Q8WXB1 O75165 P57076 Q5JPI3 Q66K41 Q8IWD4 O94826 O95757 P0DMV9 P14859 P25685 P34931 P53367 Q2TAL8 Q6UXT9 Q7Z6Z6 Q8IYG6 Q8TAV3 Q99615 Q9H7S9 Q9NZL4 Q9UDY4 O75896 P11142 P17066 P31948 P34932 P54652 Q14249 Q3B7T1 Q5GLZ8 Q6P3W7 Q8NFA2 Q92598 Q96FZ2 Q96RA2 Q9H6K1 Q9NVT9 Q9UNE7 O15273 O95429 O95816 O95817 Q00613 Q03933 Q05397 Q15773 Q7Z434 Q99933 Q9BQC3 Q9UL15 Q9ULV5,METTL21A DNAJC13 CFAP298 C3orf38 ZNF385C CCDC117 TOMM70 HSPA4L HSPA1B POU2F1 DNAJB1 HSPA1L ARFIP1 QRICH1 ABHD15 PNPLA5 LRRC56 CYP2W1 DNAJC7 ZNF703 HSPBP1 DNAJB4 TUSC2 HSPA8 HSPA6 STIP1 HSPA4 HSPA2 ENDOG EDRF1 HERC4 SCYL2 NOXO1 HSPH1 HMCES OR7D2 ILRUN ARMC1 STUB1 TCAP BAG4 BAG2 BAG3 HSF1 HSF2 PTK2 MLF2 MAVS BAG1 DPH2 BAG5 HSF4
huMAP3_14724.1,6,Q96I34 Q14642 A8MTJ3 P08133 P61225 Q5T2D3 P01112,PPP1R16A INPP5A GNAT3 ANXA6 RAP2B OTUD3 HRAS
huMAP3_14725.1,6,O95155 Q15622 Q5TZ20 Q96S82,UBE4B OR7A5 OR2G6 UBL7
huMAP3_14726.1,6,Q15555 Q8N4F7 Q8NHY3 Q9UPY8,MAPRE2 RNF175 GAS2L2 MAPRE3
huMAP3_14727.1,6,Q13829 Q6PH85 Q8WZ19 Q8N3F0 Q96Q07 Q9UHP3,TNFAIP1 DCUN1D2 KCTD13 MTURN BTBD9 USP25
huMAP3_14728.1,6,Q96EE4 Q96HV5 Q9NUY8 Q9NWD8 Q6NVV3,CCDC126 TMEM41A TBC1D23 TMEM248 NIPAL1
huMAP3_14729.1,6,Q8IZD6 O00562 Q9BXB5 Q9BZ71 Q9BZ72 Q86WH2 Q9H1P3 Q9NS23 C9JH25 Q969R2,SLC22A15 PITPNM1 OSBPL10 PITPNM3 PITPNM2 RASSF3 OSBPL2 RASSF1 PRRT4 OSBP2
huMAP3_14730.1,6,Q8NE00 Q14031 Q4G0I0 Q9H9P2,TMEM104 COL4A6 UQCC4 CHODL
huMAP3_14731.1,6,Q96P15 Q16627 Q5SXM8,SERPINB11 CCL14 DNLZ
huMAP3_14732.1,6,P49326 P52758 Q01740 O60502,FMO5 RIDA FMO1 OGA
huMAP3_14733.1,6,Q86UD0 Q00G26 P10645 Q8NA61,SAPCD2 PLIN5 CHGA CBY2
huMAP3_14734.1,6,Q99549 Q495B1 Q9NXX6 P98182 Q5VWN6 Q8WV22 Q96LX8 Q96MF7 Q96MG7 P49459 P63146 Q8NDZ2 Q9NS91 P01732 Q8IX21 Q8IY18 Q8N140 Q96AP7 Q96SB8 Q9BQI6,MPHOSPH8 ANKDD1A NSMCE4A ZNF200 TASOR2 NSMCE1 ZNF597 NSMCE2 NSMCE3 UBE2A UBE2B SIMC1 RAD18 CD8A SLF2 SMC5 EID3 ESAM SMC6 SLF1
huMAP3_14735.1,6,Q8WWZ1 O75113 Q6W5P4 O75604,IL1F10 N4BP1 NPSR1 USP2
huMAP3_14736.1,6,O00635 Q7RTY5 Q9HBH1,TRIM38 PRSS48 PDF
huMAP3_14737.1,6,Q7Z698 Q9HAB8,SPRED2 PPCS
huMAP3_14738.1,6,Q9H3S3 Q9BZQ4 P05362 Q99829,TMPRSS5 NMNAT2 ICAM1 CPNE1
huMAP3_14739.1,6,Q8N129 Q8WXD0 O15335 O60938,CNPY4 RXFP2 CHAD KERA
huMAP3_14741.1,6,Q5U5R9 Q7Z3E1 Q96A37 Q9H0J9 Q9NR21 Q9Y508 Q5VZY2 Q8IXQ6 Q8TDB6 P29972 Q8N9W6,HECTD2 TIPARP RNF166 PARP12 PARP11 RNF114 PLPP4 PARP9 DTX3L AQP1 BOLL
huMAP3_14742.1,6,P05204 P40200 Q04446,HMGN2 CD96 GBE1
huMAP3_14743.1,6,P03897 Q32P41 Q9BQ87 Q9H3H1,MT-ND3 TRMT5 TBL1Y TRIT1
huMAP3_14744.1,6,Q02750 Q6VAB6 Q8IVT5,MAP2K1 KSR2 KSR1
huMAP3_14745.1,6,Q8N5H3 Q9P2P1 P02489,FAM89B NYNRIN CRYAA
huMAP3_14746.1,6,Q53H47 Q9BVG3 P53370 Q92686 Q9BW85,SETMAR TRIM62 NUDT6 NRGN YJU2
huMAP3_14747.1,6,Q96NH3 Q9Y6A4 Q8IZL9 Q92949,TBC1D32 CFAP20 CDK20 FOXJ1
huMAP3_14748.1,6,Q9NWQ4 Q9H930 P31269 Q9Y2Y9 Q14469 Q96HZ4,GPATCH2L SP140L HOXA9 KLF13 HES1 HES6
huMAP3_14749.1,6,Q15018 Q6UWZ7 Q96MD7 O94868 Q9NWV8 Q9NXR7 O60829 P34897 P46736 Q96RL1 Q9H2K2 O60547 O95271,ABRAXAS2 ABRAXAS1 C9orf85 FCHSD2 BABAM1 BABAM2 PAGE4 SHMT2 BRCC3 UIMC1 TNKS2 GMDS TNKS
huMAP3_14750.1,6,Q14320 Q9Y247 O15347 Q15916 Q9C0A1 O60869 Q9BZZ5,FAM50A FAM50B HMGB3 ZBTB6 ZFHX2 EDF1 API5
huMAP3_14751.1,6,P49593 Q8TCG5,PPM1F CPT1C
huMAP3_14752.1,6,A8MQ27 Q8IW40 Q14563 Q9BYX2 Q96A84,NEURL1B CCDC103 SEMA3A TBC1D2 EMID1
huMAP3_14753.1,6,Q9H0Z9 P14091,RBM38 CTSE
huMAP3_14754.1,6,Q13402 O43852 P04628 Q15293 P35318,MYO7A CALU WNT1 RCN1 ADM
huMAP3_14755.1,6,Q96N16 Q96SD1 O00507 Q8N3C7,JAKMIP1 DCLRE1C USP9Y CLIP4
huMAP3_14756.1,6,Q8WVD3 Q96BP2 Q96NT1 Q9H341 P35318,RNF138 CHCHD1 NAP1L5 OR51M1 ADM
huMAP3_14757.1,6,P47901 Q12767 Q6NUP7 Q6ZS82 Q8NGD1,AVPR1B TMEM94 PPP4R4 RGS9BP OR4N2
huMAP3_14758.1,6,Q9UNS1 Q14691 Q9BRT9 Q9BRX5 Q9BTE3 Q9BVW5 Q9HAW4 Q9Y248 P25205 P33991 P33992 P33993 P49736 Q14566,TIMELESS GINS1 GINS4 GINS3 MCMBP TIPIN CLSPN GINS2 MCM3 MCM4 MCM5 MCM7 MCM2 MCM6
huMAP3_14759.1,6,Q8WXS8 O95711 Q9H1K1,ADAMTS14 LY86 ISCU
huMAP3_14760.1,6,Q9BQQ3 Q08379 Q5VYV7 Q5T0J7 Q8IWG1 Q96NT3 P55263,GORASP1 GOLGA2 SLX4IP TEX35 DNAI3 GUCD1 ADK
huMAP3_14761.1,6,Q969Z3 O94923 Q969V5 Q96K12,MTARC2 GLCE MUL1 FAR2
huMAP3_14762.1,6,O95872 Q9Y3E1,GPANK1 HDGFL3
huMAP3_14763.1,6,Q9NRY6 O76074 Q9NZN9,PLSCR3 PDE5A AIPL1
huMAP3_14764.1,6,Q7Z4R8 P51452 Q99965,C6orf120 DUSP3 ADAM2
huMAP3_14765.1,6,P27987 Q07343 Q08499,ITPKB PDE4B PDE4D
huMAP3_14766.1,6,Q9NS93 Q8N158 P05981,TM7SF3 GPC2 HPN
huMAP3_14767.1,6,Q9NZI6 Q5T0D9 Q12800 Q9NZI7,TFCP2L1 TPRG1L TFCP2 UBP1
huMAP3_14768.1,6,Q9HD36 A6XGL0 Q05516 Q9HCI5 Q96D98 Q9BSU1 Q9H6U6 Q9Y4P8 Q8N6I1,BCL2L10 YJEFN3 ZBTB16 MAGEE1 EID2B PHAF1 BCAS3 WIPI2 EID2
huMAP3_14769.1,6,P48507 P58546 Q9P258,GCLM MTPN RCC2
huMAP3_14770.1,6,P43357 P43360 Q9UGU5 P47874,MAGEA3 MAGEA6 HMGXB4 OMP
huMAP3_14771.1,6,Q9H4Z2 P08865,ZNF335 RPSA
huMAP3_14772.1,6,Q9NRX3 O75167 P50995 Q562R1 Q8TCA0 P0CG38 P62736 P68032 P60673 Q8N0Z2,NDUFA4L2 PHACTR2 ANXA11 ACTBL2 LRRC20 POTEI ACTA2 ACTC1 PFN3 ABRA
huMAP3_14773.1,6,P55317 Q96A70 O95190,FOXA1 AZIN2 OAZ2
huMAP3_14774.1,6,A6NNB3 Q6PJE2 P54252,IFITM5 POMZP3 ATXN3
huMAP3_14775.1,6,Q99611 Q8N8Q3 P10746,SEPHS2 ENDOV UROS
huMAP3_14776.1,6,P49137 Q16644 O75676 Q15759 Q16539 Q5VYV7 O15467 Q16829 Q99956 Q9BTX7 Q9BUB5 Q9H0W5 Q9HBH9,MAPKAPK2 MAPKAPK3 RPS6KA4 MAPK11 MAPK14 SLX4IP CCL16 DUSP7 DUSP9 TTPAL MKNK1 CCDC8 MKNK2
huMAP3_14777.1,6,Q99075 Q9HAV5 P16070,HBEGF EDA2R CD44
huMAP3_14778.1,6,P0DN37 Q6QAJ8 Q96JQ0,PPIAL4G TMEM220 DCHS1
huMAP3_14779.1,6,O94967 Q5T7B8 Q9BZE0 Q6ZWK4,WDR47 KIF24 GLIS2 RHEX
huMAP3_14780.1,6,O60330 Q9Y5H3 Q9Y5E9 Q9Y5F8 Q9Y5G4 Q9Y5G5 Q9Y5G6 Q9Y5G9 Q9Y5H0 Q9Y5I1 Q9Y5I4 Q9Y5H5 Q14766 Q9NZP6,PCDHGA12 PCDHGA10 PCDHB14 PCDHGB7 PCDHGA9 PCDHGA8 PCDHGA7 PCDHGA4 PCDHGA3 PCDHA11 PCDHAC2 PCDHA9 LTBP1 NPAP1
huMAP3_14781.1,6,Q96PE3 Q96PQ0 Q9H4D5 Q9NPJ8,INPP4A SORCS2 NXF3 NXT2
huMAP3_14782.1,6,Q9UIX4 Q9NR96,KCNG1 TLR9
huMAP3_14783.1,6,Q8NEB9 Q96CX6 Q99570 Q9H714 Q14457 Q6ZNE5 Q92622 Q96F24 Q9P2Y5,PIK3C3 LRRC58 PIK3R4 RUBCNL BECN1 ATG14 RUBCN NRBF2 UVRAG
huMAP3_14784.1,6,O43314 Q5MJ10 Q969F1 Q9P2D1,PPIP5K2 SPANXN2 GTF3C6 CHD7
huMAP3_14785.1,6,O95081 P52594 P16930,AGFG2 AGFG1 FAH
huMAP3_14786.1,6,Q96A09 Q96IP4 Q6PIY7 Q9P287,TENT5B TENT5A TENT2 BCCIP
huMAP3_14787.1,6,P42830 P98095,CXCL5 FBLN2
huMAP3_14788.1,6,Q8N4W6 Q75V66 Q7Z404,DNAJC22 ANO5 TMC4
huMAP3_14789.1,6,Q96A46 O60830 P46059 Q05823 B0YJ81,SLC25A28 TIMM17B SLC15A1 RNASEL HACD1
huMAP3_14790.1,6,P49354 P49356 Q13574,FNTA FNTB DGKZ
huMAP3_14791.1,6,Q15042 Q8TEY7 Q9Y2K6 P22059 P58304,RAB3GAP1 USP33 USP20 OSBP VSX2
huMAP3_14792.1,6,O75071 Q15223 Q8IUY3 Q9NZK7 P09382 Q6ZVK8 P08648 P23470 P56199 Q12866 Q9H1U4 Q9UK23 P21980 P78504 Q15485 Q7Z5N4 Q9ULI3 P12821 P20023,EFCAB14 NECTIN1 GRAMD2A PLA2G2E LGALS1 NUDT18 ITGA5 PTPRG ITGA1 MERTK MEGF9 NAGPA TGM2 JAG1 FCN2 SDK1 HEG1 ACE CR2
huMAP3_14793.1,6,Q14721 Q8NF91 Q99542,KCNB1 SYNE1 MMP19
huMAP3_14794.1,6,O15085 Q5VZK9 Q9H5Z6 Q6UWI2 Q96IJ6 O96013 Q9P286,ARHGEF11 CARMIL1 FAM124B PARM1 GMPPA PAK4 PAK5
huMAP3_14795.1,6,Q99999 O95025 Q13275 Q14563 Q99985 P06280,GAL3ST1 SEMA3D SEMA3F SEMA3A SEMA3C GLA
huMAP3_14796.1,6,Q68DK2 O43299 Q2VPB7 Q96JI7 Q9H0R1 Q9NUS5,ZFYVE26 AP5Z1 AP5B1 SPG11 AP5M1 AP5S1
huMAP3_14797.1,6,Q9H819 P23945 Q9H461,DNAJC18 FSHR FZD8
huMAP3_14798.1,6,A6NNL5 Q6UWP7 Q8TC27 A2A2Y4,C15orf61 LCLAT1 ADAM32 FRMD3
huMAP3_14799.1,6,Q9NT99 Q7Z5A7 O76041 Q58EX2,LRRC4B TAFA5 NEBL SDK2
huMAP3_14800.1,6,Q5T197 Q9UIX4,DCST1 KCNG1
huMAP3_14801.1,6,Q9H4L7 A8K8V0 P0C7X2 Q12789 Q969F1 Q96H86 Q9UKN8 Q9UPQ7 Q9Y5Q8 Q9Y5Q9 P41229 Q8N228 Q9Y4P1,SMARCAD1 ZNF785 ZNF688 GTF3C1 GTF3C6 ZNF764 GTF3C4 PDZRN3 GTF3C5 GTF3C3 KDM5C SCML4 ATG4B
huMAP3_14802.1,6,Q9BTE6 Q9BYG4 Q9H8W5 Q9H4E5 P42681,AARSD1 PARD6G TRIM45 RHOJ TXK
huMAP3_14803.1,6,Q8IVE3 Q9H939 Q9ULM0 Q05209 Q9Y2K5 Q9Y330 Q76N32 O60711 O95613 Q06187,PLEKHH2 PSTPIP2 PLEKHH1 PTPN12 R3HDM2 ZBTB12 CEP68 LPXN PCNT BTK
huMAP3_14804.1,6,O14836 O60930 Q7RTS1 Q8WYQ3 O00488 O15481 Q8NAF0 Q9BX40 Q9Y383 Q9Y6H1 O95104 Q07021 Q5T8P6 Q86U06 Q96JP5 Q9P2N5 Q9Y2Y9 Q6ZN30 Q8NFW8,TNFRSF13B RNASEH1 BHLHA15 CHCHD10 ZNF593 MAGEB4 ZNF579 LSM14B LUC7L2 CHCHD2 SCAF4 C1QBP RBM26 RBM23 ZFP91 RBM27 KLF13 BNC2 CMAS
huMAP3_14805.1,6,Q2NKX9 O00625 Q9Y223,C2orf68 PIR GNE
huMAP3_14806.1,6,Q13201 P02649 Q96LL3,MMRN1 APOE FIMP
